latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-13.7796,143.0087,326.7,1.2,1.1,2019-08-12,0039,Terra,MODIS,80,6.3,301,21,D,0
-13.9081,142.4099,312.8,1.3,1.1,2019-08-12,0039,Terra,MODIS,49,6.3,299.3,7.9,D,0
-14.1159,143.4683,315.9,1.1,1.1,2019-08-12,0039,Terra,MODIS,41,6.3,299.4,6.4,D,0
-14.1254,143.4668,316.4,1.1,1.1,2019-08-12,0039,Terra,MODIS,58,6.3,299.3,7.1,D,0
-14.9654,144.869,319.2,1,1,2019-08-12,0039,Terra,MODIS,25,6.3,293.4,10.7,D,0
-15.0453,141.7039,318.5,1.4,1.2,2019-08-12,0039,Terra,MODIS,58,6.3,303,11.3,D,0
-15.0403,141.6986,321.4,1.4,1.2,2019-08-12,0039,Terra,MODIS,71,6.3,304.6,16.2,D,0
-16.2559,144.6305,313.8,1,1,2019-08-12,0039,Terra,MODIS,58,6.3,301.6,6.5,D,0
-16.2573,144.6399,315.9,1,1,2019-08-12,0039,Terra,MODIS,67,6.3,300.7,8.1,D,0
-16.6955,145.2963,311.2,1,1,2019-08-12,0039,Terra,MODIS,21,6.3,297.8,5.2,D,0
-16.6452,144.8311,318.9,1,1,2019-08-12,0039,Terra,MODIS,53,6.3,302.8,8.1,D,0
-16.65,144.8017,337.9,1,1,2019-08-12,0039,Terra,MODIS,89,6.3,302.5,32.4,D,0
-16.6514,144.8111,328.6,1,1,2019-08-12,0039,Terra,MODIS,82,6.3,303.1,18.9,D,0
-16.6528,144.8204,317.8,1,1,2019-08-12,0039,Terra,MODIS,52,6.3,303.7,7.5,D,0
-16.9636,144.9914,315,1,1,2019-08-12,0039,Terra,MODIS,66,6.3,302.9,5.8,D,0
-16.4773,141.8259,323.5,1.3,1.1,2019-08-12,0039,Terra,MODIS,73,6.3,299.8,21.2,D,0
-16.4793,141.8379,332.4,1.3,1.1,2019-08-12,0039,Terra,MODIS,84,6.3,301.6,36.3,D,0
-16.4914,141.8481,317.9,1.3,1.1,2019-08-12,0039,Terra,MODIS,36,6.3,301.7,11.1,D,0
-16.517,141.9415,323.3,1.3,1.1,2019-08-12,0039,Terra,MODIS,74,6.3,299.1,19.1,D,0
-16.5189,141.9533,349.7,1.3,1.1,2019-08-12,0039,Terra,MODIS,95,6.3,303.1,76.3,D,0
-16.5208,141.9651,328.2,1.3,1.1,2019-08-12,0039,Terra,MODIS,76,6.3,302.6,25.2,D,0
-16.5289,141.9516,330.9,1.3,1.1,2019-08-12,0039,Terra,MODIS,83,6.3,299.3,31.6,D,0
-16.5497,142.0802,328.5,1.2,1.1,2019-08-12,0039,Terra,MODIS,49,6.3,303.1,23.6,D,0
-16.5217,141.8429,316.1,1.3,1.1,2019-08-12,0039,Terra,MODIS,46,6.3,300.1,10.3,D,0
-16.5236,141.8548,317.5,1.3,1.1,2019-08-12,0039,Terra,MODIS,56,6.3,301.6,11.9,D,0
-16.5428,141.9734,315,1.3,1.1,2019-08-12,0039,Terra,MODIS,38,6.3,300.1,9.8,D,0
-16.5597,142.0785,332.7,1.2,1.1,2019-08-12,0039,Terra,MODIS,68,6.3,301.5,31.4,D,0
-16.5337,141.8531,320.8,1.3,1.1,2019-08-12,0039,Terra,MODIS,66,6.3,300.2,16.5,D,0
-16.5796,142.0751,345.8,1.2,1.1,2019-08-12,0039,Terra,MODIS,86,6.3,302.6,60.8,D,0
-16.5814,142.0867,334,1.2,1.1,2019-08-12,0039,Terra,MODIS,32,6.3,306.4,30.8,D,0
-16.5808,142.0806,345.5,1.2,1.1,2019-08-12,0039,Terra,MODIS,84,6.3,306.1,59.9,D,0
-16.5908,142.0789,368.8,1.2,1.1,2019-08-12,0039,Terra,MODIS,100,6.3,305.2,143.3,D,0
-16.5927,142.0905,342.7,1.2,1.1,2019-08-12,0039,Terra,MODIS,87,6.3,307.4,51.5,D,0
-16.6007,142.0772,346.6,1.2,1.1,2019-08-12,0039,Terra,MODIS,93,6.3,300.1,67.1,D,0
-16.6026,142.0887,381.9,1.2,1.1,2019-08-12,0039,Terra,MODIS,100,6.3,311.4,210.1,D,0
-16.6125,142.087,351,1.2,1.1,2019-08-12,0039,Terra,MODIS,95,6.3,299.7,80.1,D,0
-16.6144,142.0986,363.7,1.2,1.1,2019-08-12,0039,Terra,MODIS,100,6.3,304.8,120.1,D,0
-16.6163,142.1101,340.1,1.2,1.1,2019-08-12,0039,Terra,MODIS,77,6.3,305,46.1,D,0
-16.6281,142.1199,335.6,1.2,1.1,2019-08-12,0039,Terra,MODIS,54,6.3,302.1,35.6,D,0
-16.63,142.1314,339.2,1.2,1.1,2019-08-12,0039,Terra,MODIS,78,6.3,306,40.2,D,0
-16.6318,142.1429,330.4,1.2,1.1,2019-08-12,0039,Terra,MODIS,47,6.3,307,21.6,D,0
-16.6399,142.1297,341.4,1.2,1.1,2019-08-12,0039,Terra,MODIS,68,6.3,303.8,48.1,D,0
-16.6417,142.1412,337.7,1.2,1.1,2019-08-12,0039,Terra,MODIS,70,6.3,305.8,36.4,D,0
-16.6498,142.128,336.3,1.2,1.1,2019-08-12,0039,Terra,MODIS,78,6.3,303,40.3,D,0
-16.6516,142.1395,335.6,1.2,1.1,2019-08-12,0039,Terra,MODIS,72,6.3,307,35.9,D,0
-16.6627,142.2081,320.3,1.2,1.1,2019-08-12,0039,Terra,MODIS,52,6.3,306,11.1,D,0
-16.6725,142.2064,320.4,1.2,1.1,2019-08-12,0039,Terra,MODIS,50,6.3,305,11.8,D,0
-17.1431,145.2724,315.6,1,1,2019-08-12,0039,Terra,MODIS,68,6.3,300.3,8.3,D,0
-17.1444,145.2817,312.8,1,1,2019-08-12,0039,Terra,MODIS,62,6.3,300,6,D,0
-16.6717,142.0106,318.7,1.3,1.1,2019-08-12,0039,Terra,MODIS,68,6.3,299.6,15.2,D,0
-16.6737,142.0222,313.5,1.3,1.1,2019-08-12,0039,Terra,MODIS,51,6.3,300.4,8.4,D,0
-16.6917,142.0072,348.3,1.3,1.1,2019-08-12,0039,Terra,MODIS,94,6.3,299.5,69.1,D,0
-16.7036,142.0171,334.2,1.3,1.1,2019-08-12,0039,Terra,MODIS,61,6.3,300.1,33.5,D,0
-16.7453,142.0219,376.6,1.2,1.1,2019-08-12,0039,Terra,MODIS,100,6.3,305.1,181,D,0
-16.7471,142.0335,371.1,1.2,1.1,2019-08-12,0039,Terra,MODIS,100,6.3,309.6,151.5,D,0
-16.7571,142.0318,338.1,1.2,1.1,2019-08-12,0039,Terra,MODIS,85,6.3,301.3,43.4,D,0
-16.7589,142.0434,374.5,1.2,1.1,2019-08-12,0039,Terra,MODIS,100,6.3,307.8,167.7,D,0
-16.7608,142.0549,324.8,1.2,1.1,2019-08-12,0039,Terra,MODIS,50,6.3,306.3,16,D,0
-16.7583,142.0374,361.3,1.2,1.1,2019-08-12,0039,Terra,MODIS,100,6.3,305,110.4,D,0
-16.7602,142.049,347.5,1.2,1.1,2019-08-12,0039,Terra,MODIS,94,6.3,307.1,64.6,D,0
-16.7721,142.0588,320.2,1.2,1.1,2019-08-12,0039,Terra,MODIS,29,6.3,302.3,12.8,D,0
-17.5084,145.1906,307.9,1,1,2019-08-12,0040,Terra,MODIS,50,6.3,295.1,5.4,D,0
-17.5097,145.2,310.1,1,1,2019-08-12,0040,Terra,MODIS,59,6.3,295.8,6.9,D,0
-16.2924,136.9621,315.7,2.9,1.6,2019-08-12,0040,Terra,MODIS,69,6.3,300.3,30.5,D,0
-16.2974,136.9889,314.9,2.9,1.6,2019-08-12,0040,Terra,MODIS,68,6.3,300.6,26.2,D,0
-16.3988,136.8779,314.2,2.9,1.6,2019-08-12,0040,Terra,MODIS,43,6.3,299.6,28.4,D,0
-16.3993,136.8717,315.9,2.9,1.6,2019-08-12,0040,Terra,MODIS,66,6.3,299.7,37.1,D,0
-16.7971,138.5677,326.3,2.1,1.4,2019-08-12,0040,Terra,MODIS,81,6.3,300,57.1,D,0
-16.8007,138.5876,318.7,2.1,1.4,2019-08-12,0040,Terra,MODIS,73,6.3,298.4,32,D,0
-16.7996,138.581,325.9,2.1,1.4,2019-08-12,0040,Terra,MODIS,81,6.3,299.4,52.8,D,0
-19.1028,145.2752,317.8,1,1,2019-08-12,0040,Terra,MODIS,73,6.3,298.4,11.7,D,0
-19.7391,147.4189,311.6,1.2,1.1,2019-08-12,0040,Terra,MODIS,62,6.3,299.9,7.8,D,0
-21.4565,148.4041,316.4,1.5,1.2,2019-08-12,0040,Terra,MODIS,72,6.3,298.8,17.8,D,0
-20.7402,139.4806,308.5,1.6,1.2,2019-08-12,0041,Terra,MODIS,48,6.3,296.5,7.9,D,2
-22.5204,150.1385,321.1,2,1.4,2019-08-12,0041,Terra,MODIS,77,6.3,298.3,39.9,D,0
-22.5225,150.1579,315.5,2,1.4,2019-08-12,0041,Terra,MODIS,58,6.3,299,26.2,D,0
-22.6482,150.4831,307.9,2.1,1.4,2019-08-12,0041,Terra,MODIS,16,6.3,295,16.2,D,0
-22.4842,148.908,316,1.6,1.3,2019-08-12,0041,Terra,MODIS,70,6.3,304,17.4,D,0
-22.6611,150.4817,313.4,2.1,1.4,2019-08-12,0041,Terra,MODIS,53,6.3,295.5,27.2,D,0
-22.7095,150.4492,310.1,2.1,1.4,2019-08-12,0041,Terra,MODIS,27,6.3,295.4,19.2,D,0
-25.9096,150.9958,302,2.6,1.5,2019-08-12,0042,Terra,MODIS,39,6.3,290.4,17,D,0
-25.903,151.016,301.2,2.6,1.5,2019-08-12,0042,Terra,MODIS,34,6.3,290.1,17.5,D,0
-25.8938,147.0757,307.5,1.4,1.2,2019-08-12,0042,Terra,MODIS,58,6.3,296.3,7,D,0
-25.8955,147.0895,321.9,1.4,1.2,2019-08-12,0042,Terra,MODIS,79,6.3,296,26.5,D,0
-27.1841,148.6288,336.2,1.8,1.3,2019-08-12,0042,Terra,MODIS,89,6.3,295.1,83.5,D,0
-27.186,148.6471,323.6,1.8,1.3,2019-08-12,0042,Terra,MODIS,81,6.3,293,44.6,D,0
-27.1914,148.6406,317.9,1.8,1.3,2019-08-12,0042,Terra,MODIS,75,6.3,294.2,29.2,D,0
-27.492,149.7409,324.8,2.2,1.4,2019-08-12,0042,Terra,MODIS,82,6.3,295.2,62.8,D,0
-27.49,149.7355,320.7,2.2,1.4,2019-08-12,0042,Terra,MODIS,79,6.3,295.1,49.4,D,0
-27.492,149.7578,304.6,2.2,1.4,2019-08-12,0042,Terra,MODIS,50,6.3,293.9,10.4,D,0
-27.6325,149.8726,344.4,2.2,1.5,2019-08-12,0042,Terra,MODIS,93,6.3,295.3,153.4,D,0
-27.6346,149.8954,307.1,2.3,1.5,2019-08-12,0042,Terra,MODIS,14,6.3,293.9,11,D,0
-27.6457,149.8711,319.6,2.2,1.5,2019-08-12,0042,Terra,MODIS,78,6.3,294.4,45,D,0
-27.7052,149.5439,308.4,2.1,1.4,2019-08-12,0042,Terra,MODIS,64,6.3,295,17.1,D,0
-29.1546,152.9823,303.9,3.8,1.8,2019-08-12,0042,Terra,MODIS,54,6.3,287.8,35.7,D,0
-29.1625,153.017,303,3.9,1.8,2019-08-12,0042,Terra,MODIS,29,6.3,287.2,32.8,D,0
-29.5698,152.846,301.5,3.8,1.8,2019-08-12,0043,Terra,MODIS,36,6.3,287.7,28.3,D,0
-29.5614,152.881,301.4,3.8,1.8,2019-08-12,0043,Terra,MODIS,39,6.3,286.8,32.2,D,0
-29.6917,152.7442,300.4,3.8,1.8,2019-08-12,0043,Terra,MODIS,36,6.3,287.9,30,D,0
-29.6814,152.7399,301.7,3.8,1.8,2019-08-12,0043,Terra,MODIS,49,6.3,287.7,34.7,D,0
-29.9279,153.0323,305.6,3.9,1.8,2019-08-12,0043,Terra,MODIS,39,6.3,282.7,50.1,D,0
-30.3114,148.9532,304.4,2.1,1.4,2019-08-12,0043,Terra,MODIS,51,6.3,293.2,10.8,D,0
-30.4154,148.8189,306.4,2.1,1.4,2019-08-12,0043,Terra,MODIS,63,6.3,289,17.2,D,0
-31.1182,146.648,309,1.5,1.2,2019-08-12,0043,Terra,MODIS,62,6.3,290.2,13.7,D,0
-33.0103,137.5882,305.5,1.2,1.1,2019-08-12,0044,Terra,MODIS,34,6.3,288.5,8.3,D,2
-33.9617,142.63,310.6,1.1,1,2019-08-12,0044,Terra,MODIS,70,6.3,287.9,11,D,0
-34.2318,142.0548,309.8,1,1,2019-08-12,0044,Terra,MODIS,69,6.3,288,10,D,0
-34.2333,142.066,303.9,1,1,2019-08-12,0044,Terra,MODIS,57,6.3,287.8,6.1,D,0
-35.0027,145.6679,305,1.5,1.2,2019-08-12,0044,Terra,MODIS,60,6.3,285.6,12.5,D,0
-14.3169,129.9081,320.7,3.4,1.7,2019-08-12,0217,Terra,MODIS,64,6.3,300,55.7,D,0
-12.2824,131.1672,313,3.9,1.8,2019-08-12,0217,Terra,MODIS,12,6.3,298.4,34,D,0
-12.6405,131.2891,325.6,4.1,1.9,2019-08-12,0217,Terra,MODIS,79,6.3,299.5,114,D,0
-12.6446,131.2818,327.2,4.1,1.9,2019-08-12,0217,Terra,MODIS,80,6.3,299.7,129.7,D,0
-12.7857,131.6174,351,4.3,1.9,2019-08-12,0217,Terra,MODIS,96,6.3,299.7,463.7,D,0
-12.7903,131.6573,327.4,4.4,1.9,2019-08-12,0217,Terra,MODIS,80,6.3,299.3,146,D,0
-12.7876,131.612,344.1,4.3,1.9,2019-08-12,0217,Terra,MODIS,92,6.3,299.7,348.2,D,0
-12.7919,131.6519,331.8,4.4,1.9,2019-08-12,0217,Terra,MODIS,84,6.3,299.7,193,D,0
-12.8049,131.6101,315.8,4.3,1.9,2019-08-12,0217,Terra,MODIS,64,6.3,299.9,51.9,D,0
-12.8092,131.65,322.1,4.4,1.9,2019-08-12,0217,Terra,MODIS,75,6.3,299.9,107.2,D,0
-12.8104,131.6431,323,4.4,1.9,2019-08-12,0217,Terra,MODIS,76,6.3,300,107.8,D,0
-13.4618,131.3753,342.6,4.3,1.9,2019-08-12,0217,Terra,MODIS,91,6.3,298.5,317.9,D,0
-13.4789,131.3736,323.6,4.3,1.9,2019-08-12,0217,Terra,MODIS,77,6.3,300.3,98.1,D,0
-13.4833,131.4126,335.6,4.3,1.9,2019-08-12,0217,Terra,MODIS,87,6.3,299.6,223.9,D,0
-13.4644,131.3698,338.9,4.3,1.9,2019-08-12,0217,Terra,MODIS,89,6.3,298.6,268.2,D,0
-13.4857,131.4071,337.3,4.3,1.9,2019-08-12,0217,Terra,MODIS,88,6.3,300.2,247.2,D,0
-13.5029,131.4051,317.2,4.3,1.9,2019-08-12,0217,Terra,MODIS,46,6.3,300.4,53.3,D,0
-13.7101,131.0242,320.8,4,1.9,2019-08-12,0217,Terra,MODIS,65,6.3,297.5,80.3,D,0
-13.7143,131.0615,352.7,4.1,1.9,2019-08-12,0217,Terra,MODIS,96,6.3,299.3,460.2,D,0
-13.7184,131.054,361.7,4.1,1.9,2019-08-12,0217,Terra,MODIS,100,6.3,300.5,635.8,D,0
-13.7224,131.0916,322.5,4.1,1.9,2019-08-12,0217,Terra,MODIS,75,6.3,296.5,99.5,D,0
-13.8809,129.7715,314.1,3.2,1.7,2019-08-12,0217,Terra,MODIS,53,6.3,295.9,34,D,0
-13.8843,129.8013,325.1,3.3,1.7,2019-08-12,0217,Terra,MODIS,78,6.3,297.2,95.2,D,0
-13.8806,129.795,326.8,3.3,1.7,2019-08-12,0217,Terra,MODIS,80,6.3,297.4,104.4,D,0
-13.9488,129.8484,313.2,3.3,1.7,2019-08-12,0217,Terra,MODIS,43,6.3,297.7,25.2,D,0
-14.0157,129.7502,320.2,3.2,1.7,2019-08-12,0217,Terra,MODIS,55,6.3,299.2,50.4,D,0
-14.0277,129.7435,360.4,3.2,1.7,2019-08-12,0217,Terra,MODIS,94,6.3,300.5,441,D,0
-14.0311,129.7735,331.1,3.3,1.7,2019-08-12,0217,Terra,MODIS,84,6.3,300.3,125.3,D,0
-14.0464,129.7718,325.8,3.3,1.7,2019-08-12,0217,Terra,MODIS,79,6.3,299.6,91.7,D,0
-14.0582,129.7638,313.9,3.3,1.7,2019-08-12,0217,Terra,MODIS,35,6.3,299.9,32.4,D,0
-14.1674,130.1943,322.9,3.5,1.8,2019-08-12,0217,Terra,MODIS,74,6.3,301.7,71.7,D,0
-14.1832,130.1918,327.1,3.5,1.8,2019-08-12,0217,Terra,MODIS,79,6.3,300.8,98.9,D,0
-14.3052,130.7988,316.8,3.9,1.8,2019-08-12,0217,Terra,MODIS,60,6.3,299.5,52.2,D,0
-14.6496,131.5394,317,4.5,2,2019-08-12,0217,Terra,MODIS,41,6.3,296.9,71.5,D,0
-14.6495,131.5328,316,4.5,2,2019-08-12,0217,Terra,MODIS,33,6.3,296.5,65,D,0
-14.6979,131.6583,313.7,4.6,2,2019-08-12,0217,Terra,MODIS,19,6.3,300.1,51.4,D,0
-14.6534,130.7408,314.9,3.9,1.8,2019-08-12,0217,Terra,MODIS,55,6.3,299.6,42,D,0
-14.7462,130.7629,312.9,4,1.9,2019-08-12,0217,Terra,MODIS,20,6.3,298.8,32.4,D,0
-14.7509,130.7556,313.4,4,1.9,2019-08-12,0217,Terra,MODIS,34,6.3,299.5,37.2,D,0
-14.3421,126.6625,321,1.9,1.3,2019-08-12,0217,Terra,MODIS,63,6.3,304.5,18.4,D,0
-15.0761,129.806,321.9,3.4,1.7,2019-08-12,0217,Terra,MODIS,56,6.3,299.6,73.8,D,0
-15.0864,129.899,338.7,3.4,1.7,2019-08-12,0217,Terra,MODIS,88,6.3,300.5,204.9,D,0
-15.0901,129.9334,321.5,3.5,1.8,2019-08-12,0217,Terra,MODIS,64,6.3,301.2,71.5,D,0
-15.0805,129.8942,335,3.4,1.7,2019-08-12,0217,Terra,MODIS,85,6.3,299.1,167.5,D,0
-15.0841,129.929,320.9,3.5,1.8,2019-08-12,0217,Terra,MODIS,60,6.3,300.9,68.4,D,0
-15.0866,129.7993,320,3.4,1.7,2019-08-12,0217,Terra,MODIS,43,6.3,299.5,63.1,D,0
-15.0999,129.9272,316.7,3.5,1.8,2019-08-12,0217,Terra,MODIS,33,6.3,301,42.7,D,0
-15.1022,129.797,318.3,3.4,1.7,2019-08-12,0217,Terra,MODIS,26,6.3,299.2,51.8,D,0
-15.2778,130.3026,351.8,3.7,1.8,2019-08-12,0217,Terra,MODIS,96,6.3,301.6,392.9,D,0
-15.2818,130.3404,336.4,3.8,1.8,2019-08-12,0217,Terra,MODIS,86,6.3,303.6,203.2,D,0
-15.3019,130.3744,315.5,3.8,1.8,2019-08-12,0217,Terra,MODIS,20,6.3,301,38.5,D,0
-15.2852,130.2965,318.5,3.7,1.8,2019-08-12,0217,Terra,MODIS,39,6.3,299.6,59.1,D,0
-15.2889,130.3342,327.2,3.8,1.8,2019-08-12,0217,Terra,MODIS,74,6.3,302.8,118.8,D,0
-15.443,131.0291,315.2,4.3,1.9,2019-08-12,0217,Terra,MODIS,54,6.3,301.8,51.8,D,0
-15.5926,130.6835,313.9,4,1.9,2019-08-12,0218,Terra,MODIS,25,6.3,300.4,39.1,D,0
-16.2533,125.9871,319.5,1.8,1.3,2019-08-12,0218,Terra,MODIS,59,6.3,303.7,19,D,0
-16.8877,123.021,321.7,1.2,1.1,2019-08-12,0218,Terra,MODIS,58,6.3,306.1,9.9,D,0
-16.2512,125.9703,317.2,1.8,1.3,2019-08-12,0218,Terra,MODIS,48,6.3,303.7,15.7,D,0
-15.6819,130.5614,312.9,3.9,1.8,2019-08-12,0218,Terra,MODIS,24,6.3,301.1,39,D,0
-15.4451,131.0217,316.5,4.3,1.9,2019-08-12,0218,Terra,MODIS,58,6.3,301.4,59.3,D,0
-15.5886,130.6915,316.8,4,1.9,2019-08-12,0218,Terra,MODIS,56,6.3,301.3,57.9,D,0
-22.0159,114.1043,321.2,1.6,1.3,2019-08-12,0220,Terra,MODIS,51,6.3,298.1,29.2,D,0
-30.8691,121.4931,309.3,1.4,1.2,2019-08-12,0222,Terra,MODIS,68,6.3,293.3,11.3,D,2
-30.7269,117.164,303.8,1,1,2019-08-12,0222,Terra,MODIS,55,6.3,291.6,4.3,D,0
-29.7153,116.5574,309.1,1,1,2019-08-12,0222,Terra,MODIS,65,6.3,293.7,7.1,D,0
-29.1433,115.2801,312.1,1.1,1,2019-08-12,0222,Terra,MODIS,69,6.3,296.7,8.8,D,0
-29.7168,116.5678,304.9,1,1,2019-08-12,0222,Terra,MODIS,54,6.3,293.7,4.3,D,0
-29.1526,115.278,309.7,1.1,1,2019-08-12,0222,Terra,MODIS,61,6.3,296.7,6.8,D,0
-34.3229,116.977,360.5,1,1,2019-08-12,0223,Terra,MODIS,100,6.3,295.1,89.8,D,0
-34.3244,116.9881,320.9,1,1,2019-08-12,0223,Terra,MODIS,73,6.3,290.8,17.9,D,0
-34.3335,116.9863,328.6,1,1,2019-08-12,0223,Terra,MODIS,71,6.3,288.8,25.7,D,0
-32.3063,116.5137,300.2,1,1,2019-08-12,0223,Terra,MODIS,32,6.3,288.4,4.3,D,0
-32.7277,117.0732,300.6,1,1,2019-08-12,0223,Terra,MODIS,39,6.3,289,4.5,D,0
-32.9233,116.4544,321.4,1,1,2019-08-12,0223,Terra,MODIS,81,6.3,290.5,19.6,D,0
-34.332,116.9752,363.9,1,1,2019-08-12,0223,Terra,MODIS,100,6.3,290.4,98,D,0
-33.7614,122.5574,304.4,1.8,1.3,2019-08-12,0223,Terra,MODIS,59,6.3,287.6,16.6,D,0
-32.9249,116.4651,330.6,1,1,2019-08-12,0223,Terra,MODIS,87,6.3,290.9,30.2,D,0
-33.5687,118.0343,312.9,1.1,1,2019-08-12,0223,Terra,MODIS,56,6.3,288.9,11.7,D,0
-33.5702,118.0458,313.7,1.1,1,2019-08-12,0223,Terra,MODIS,72,6.3,288.7,12.4,D,0
-33.577,118.0502,304.7,1.1,1,2019-08-12,0223,Terra,MODIS,60,6.3,287.7,7,D,0
-34.1276,116.3822,302.9,1,1,2019-08-12,0223,Terra,MODIS,54,6.3,287.2,6.4,D,0
-34.1292,116.3931,305.6,1,1,2019-08-12,0223,Terra,MODIS,62,6.3,287.3,8,D,0
-34.3213,116.966,324.3,1,1,2019-08-12,0223,Terra,MODIS,83,6.3,290.7,22,D,0
-31.5422,152.6136,302.2,1.6,1.3,2019-08-12,0322,Aqua,MODIS,26,6.3,288.6,9,D,0
-31.54,152.62,305.6,1.6,1.3,2019-08-12,0322,Aqua,MODIS,62,6.3,288.2,14.5,D,0
-31.5514,152.6216,303,1.6,1.3,2019-08-12,0322,Aqua,MODIS,54,6.3,288.5,11.4,D,0
-31.4955,152.5,302.1,1.7,1.3,2019-08-12,0322,Aqua,MODIS,38,6.3,288,9.5,D,0
-31.5404,152.6311,304.4,1.6,1.3,2019-08-12,0322,Aqua,MODIS,48,6.3,287.8,11.9,D,0
-29.1571,152.8304,308.1,1.5,1.2,2019-08-12,0323,Aqua,MODIS,65,6.3,294.7,11.9,D,0
-29.1365,152.9201,307,1.5,1.2,2019-08-12,0323,Aqua,MODIS,21,6.3,293.2,8.1,D,0
-29.0857,152.64,314.6,1.5,1.2,2019-08-12,0323,Aqua,MODIS,73,6.3,293.5,18.8,D,0
-29.0856,152.6346,309.9,1.5,1.2,2019-08-12,0323,Aqua,MODIS,21,6.3,293.4,11.1,D,0
-28.07,150.8779,310.4,1.9,1.4,2019-08-12,0323,Aqua,MODIS,44,6.3,292.5,17.2,D,0
-28.0648,150.8905,311.3,1.9,1.4,2019-08-12,0323,Aqua,MODIS,49,6.3,295.6,20.9,D,0
-29.1506,152.8913,310.8,1.5,1.2,2019-08-12,0323,Aqua,MODIS,69,6.3,293,11.8,D,0
-29.7473,152.726,310.4,1.5,1.2,2019-08-12,0323,Aqua,MODIS,51,6.3,290.5,14,D,0
-29.8031,152.5214,310.5,1.6,1.2,2019-08-12,0323,Aqua,MODIS,69,6.3,291.3,17.9,D,0
-29.7997,152.5536,307.5,1.6,1.2,2019-08-12,0323,Aqua,MODIS,56,6.3,292.3,13.2,D,0
-30.183,149.138,309.5,2.7,1.6,2019-08-12,0323,Aqua,MODIS,65,6.3,297.6,16.6,D,0
-29.8468,152.7464,323.8,1.5,1.2,2019-08-12,0323,Aqua,MODIS,83,6.3,292,36.9,D,0
-29.8958,152.9349,328.2,1.5,1.2,2019-08-12,0323,Aqua,MODIS,84,6.3,295,41.7,D,0
-29.8941,152.9505,339.2,1.5,1.2,2019-08-12,0323,Aqua,MODIS,91,6.3,293.4,69.3,D,0
-29.9,152.9988,317.7,1.5,1.2,2019-08-12,0323,Aqua,MODIS,44,6.3,292.4,22.3,D,0
-29.9303,152.9241,314.8,1.5,1.2,2019-08-12,0323,Aqua,MODIS,37,6.3,290.6,18.4,D,0
-29.9328,153.0036,324,1.5,1.2,2019-08-12,0323,Aqua,MODIS,83,6.3,293.9,33.6,D,0
-29.9311,153.0189,317.6,1.5,1.2,2019-08-12,0323,Aqua,MODIS,73,6.3,293.3,22.5,D,0
-30.0357,152.7852,311.8,1.5,1.2,2019-08-12,0323,Aqua,MODIS,72,6.3,291.4,18.6,D,0
-30.0341,152.8003,311.5,1.5,1.2,2019-08-12,0323,Aqua,MODIS,71,6.3,292.5,17.3,D,0
-30.0468,152.7869,307.3,1.5,1.2,2019-08-12,0323,Aqua,MODIS,21,6.3,291.2,12.2,D,0
-30.5057,152.1027,307.6,1.7,1.3,2019-08-12,0323,Aqua,MODIS,44,6.3,293.6,10.7,D,0
-30.5034,152.0909,305.1,1.7,1.3,2019-08-12,0323,Aqua,MODIS,60,6.3,291.4,7.3,D,0
-31.0548,152.606,310,1.6,1.3,2019-08-12,0323,Aqua,MODIS,58,6.3,289,18.2,D,0
-31.0529,152.6237,316.6,1.6,1.3,2019-08-12,0323,Aqua,MODIS,77,6.3,290.5,28.1,D,0
-29.6784,152.7256,320.1,1.5,1.2,2019-08-12,0323,Aqua,MODIS,63,6.3,289.4,28.5,D,0
-29.6801,152.7099,317.8,1.5,1.2,2019-08-12,0323,Aqua,MODIS,47,6.3,289.1,24.4,D,0
-29.5727,152.8652,312.3,1.5,1.2,2019-08-12,0323,Aqua,MODIS,45,6.3,292.7,15,D,0
-29.5778,152.8184,310.9,1.5,1.2,2019-08-12,0323,Aqua,MODIS,49,6.3,292.8,12.5,D,0
-29.5795,152.8028,306.5,1.5,1.2,2019-08-12,0323,Aqua,MODIS,60,6.3,293.7,8.8,D,0
-29.5618,152.8638,352.5,1.5,1.2,2019-08-12,0323,Aqua,MODIS,97,6.3,295.3,119,D,0
-29.5635,152.8481,316.4,1.5,1.2,2019-08-12,0323,Aqua,MODIS,39,6.3,294,20.1,D,0
-29.4101,152.6872,337,1.5,1.2,2019-08-12,0323,Aqua,MODIS,90,6.3,293.7,68,D,0
-29.4119,152.6712,328,1.5,1.2,2019-08-12,0323,Aqua,MODIS,85,6.3,299,44.7,D,0
-29.4008,152.6695,311.7,1.5,1.2,2019-08-12,0323,Aqua,MODIS,69,6.3,296,15.4,D,0
-29.3618,152.8249,302.7,1.5,1.2,2019-08-12,0323,Aqua,MODIS,36,6.3,291.3,6.8,D,0
-29.1832,152.8959,319.6,1.5,1.2,2019-08-12,0323,Aqua,MODIS,72,6.3,295.4,24,D,0
-29.1625,152.9851,338.5,1.5,1.2,2019-08-12,0323,Aqua,MODIS,83,6.3,296.2,62.9,D,0
-29.1517,152.9836,331.3,1.5,1.2,2019-08-12,0323,Aqua,MODIS,57,6.3,293.6,44.9,D,0
-29.1522,152.8761,311.4,1.5,1.2,2019-08-12,0323,Aqua,MODIS,70,6.3,293.5,13.6,D,0
